Year,Ranking,Series,"NIPA Table 2.9, Line Number",Quantile or Summary Metric,Value
2010,Equivalized Disposable Personal Income,Personal income,1,10-20%,0.0369
2010,Equivalized Disposable Personal Income,Taxes,12,10-20%,0.0082
2010,Equivalized Disposable Personal Income,Disposable personal income,13,10-20%,0.04
2010,Equivalized Disposable Personal Income,Compensation of employees,23,20-30%,0.0368
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.0067
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.047
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,20-30%,0.0129
2010,Equivalized Disposable Personal Income,Household interest income,27,20-30%,0.0146
2010,Equivalized Disposable Personal Income,Household dividend income,28,20-30%,0.0089
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,20-30%,0.1155
2010,Equivalized Disposable Personal Income,Government social benefits,30,20-30%,0.1183
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,20-30%,0.0456
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.0608
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,20-30%,0.0378
2010,Equivalized Disposable Personal Income,Household income,22,20-30%,0.046
2010,Equivalized Disposable Personal Income,Personal income,1,20-30%,0.0459
2010,Equivalized Disposable Personal Income,Taxes,12,20-30%,0.013
2010,Equivalized Disposable Personal Income,Disposable personal income,13,20-30%,0.0495
2010,Equivalized Disposable Personal Income,Compensation of employees,23,30-40%,0.0481
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,30-40%,0.0113
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,30-40%,0.059
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,30-40%,0.02
2010,Equivalized Disposable Personal Income,Household interest income,27,30-40%,0.0223
2010,Equivalized Disposable Personal Income,Household dividend income,28,30-40%,0.0146
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,30-40%,0.1229
2010,Equivalized Disposable Personal Income,Government social benefits,30,30-40%,0.1258
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,30-40%,0.0551
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,30-40%,0.0643
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,30-40%,0.0488
2010,Equivalized Disposable Personal Income,Household income,22,30-40%,0.0555
2010,Equivalized Disposable Personal Income,Personal income,1,30-40%,0.0554
2010,Equivalized Disposable Personal Income,Taxes,12,30-40%,0.0197
2010,Equivalized Disposable Personal Income,Disposable personal income,13,30-40%,0.0593
2010,Equivalized Disposable Personal Income,Compensation of employees,23,40-50%,0.0624
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.0174
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.071
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,40-50%,0.0304
2010,Equivalized Disposable Personal Income,Household interest income,27,40-50%,0.0334
2010,Equivalized Disposable Personal Income,Household dividend income,28,40-50%,0.0235
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,40-50%,0.1233
2010,Equivalized Disposable Personal Income,Government social benefits,30,40-50%,0.1261
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0655
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0634
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0633
2010,Equivalized Disposable Personal Income,Household income,22,40-50%,0.0658
2010,Equivalized Disposable Personal Income,Personal income,1,40-50%,0.0658
2010,Equivalized Disposable Personal Income,Taxes,12,40-50%,0.0298
2010,Equivalized Disposable Personal Income,Disposable personal income,13,40-50%,0.0697
2010,Equivalized Disposable Personal Income,Compensation of employees,23,50-60%,0.082
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.0262
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.086
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,50-60%,0.0461
2010,Equivalized Disposable Personal Income,Household interest income,27,50-60%,0.0495
2010,Equivalized Disposable Personal Income,Household dividend income,28,50-60%,0.0383
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,50-60%,0.113
2010,Equivalized Disposable Personal Income,Government social benefits,30,50-60%,0.1148
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,50-60%,0.0779
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.0742
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.0833
2010,Equivalized Disposable Personal Income,Household income,22,50-60%,0.0781
2010,Equivalized Disposable Personal Income,Personal income,1,50-60%,0.0781
2010,Equivalized Disposable Personal Income,Taxes,12,50-60%,0.046
2010,Equivalized Disposable Personal Income,Disposable personal income,13,50-60%,0.0816
2010,Equivalized Disposable Personal Income,Compensation of employees,23,60-70%,0.1066
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.0392
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.099
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,60-70%,0.0653
2010,Equivalized Disposable Personal Income,Household interest income,27,60-70%,0.0698
2010,Equivalized Disposable Personal Income,Household dividend income,28,60-70%,0.055
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,60-70%,0.1027
2010,Equivalized Disposable Personal Income,Government social benefits,30,60-70%,0.1032
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0937
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.09
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1094
2010,Equivalized Disposable Personal Income,Household income,22,60-70%,0.0938
2010,Equivalized Disposable Personal Income,Personal income,1,60-70%,0.0938
2010,Equivalized Disposable Personal Income,Taxes,12,60-70%,0.0681
2010,Equivalized Disposable Personal Income,Disposable personal income,13,60-70%,0.0966
2010,Equivalized Disposable Personal Income,Compensation of employees,23,70-80%,0.1401
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0571
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.117
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,70-80%,0.0901
2010,Equivalized Disposable Personal Income,Household interest income,27,70-80%,0.0948
2010,Equivalized Disposable Personal Income,Household dividend income,28,70-80%,0.0795
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,70-80%,0.0877
2010,Equivalized Disposable Personal Income,Government social benefits,30,70-80%,0.0872
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,70-80%,0.1151
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,70-80%,0.0927
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,70-80%,0.1445
2010,Equivalized Disposable Personal Income,Household income,22,70-80%,0.115
2010,Equivalized Disposable Personal Income,Personal income,1,70-80%,0.1151
2010,Equivalized Disposable Personal Income,Taxes,12,70-80%,0.1037
2010,Equivalized Disposable Personal Income,Disposable personal income,13,70-80%,0.1163
2010,Equivalized Disposable Personal Income,Compensation of employees,23,80-90%,0.1805
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.0951
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.1424
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,80-90%,0.1418
2010,Equivalized Disposable Personal Income,Household interest income,27,80-90%,0.1461
2010,Equivalized Disposable Personal Income,Household dividend income,28,80-90%,0.1319
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,80-90%,0.0834
2010,Equivalized Disposable Personal Income,Government social benefits,30,80-90%,0.0818
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,80-90%,0.1479
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.1043
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1868
2010,Equivalized Disposable Personal Income,Household income,22,80-90%,0.1476
2010,Equivalized Disposable Personal Income,Personal income,1,80-90%,0.1478
2010,Equivalized Disposable Personal Income,Taxes,12,80-90%,0.1583
2010,Equivalized Disposable Personal Income,Disposable personal income,13,80-90%,0.1467
2010,Equivalized Disposable Personal Income,Compensation of employees,23,90-100%,0.3056
2010,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.7443
2010,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.33
2010,Equivalized Disposable Personal Income,Household income receipts on assets,26,90-100%,0.5775
2010,Equivalized Disposable Personal Income,Household interest income,27,90-100%,0.5508
2010,Equivalized Disposable Personal Income,Household dividend income,28,90-100%,0.6391
2010,Equivalized Disposable Personal Income,Household current transfer receipts,29,90-100%,0.0896
2010,Equivalized Disposable Personal Income,Government social benefits,30,90-100%,0.0825
2010,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,90-100%,0.3446
2010,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.2006
2010,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.2869
2010,Equivalized Disposable Personal Income,Household income,22,90-100%,0.3429
2010,Equivalized Disposable Personal Income,Personal income,1,90-100%,0.3438
2010,Equivalized Disposable Personal Income,Taxes,12,90-100%,0.5511
2010,Equivalized Disposable Personal Income,Disposable personal income,13,90-100%,0.3211
2010,Equivalized Household Income,Household Income,22,Mean (Nominal),105775.58
